log.prior	log.likelihood	log.likelihood.test.set
-6.977148395615525942e+02 -6.002727340632980031e+02 -1.887720509555725812e+01
-7.007008047340715393e+02 -6.039356746926291635e+02 -1.804880233217511432e+01
-6.994070520108240316e+02 -6.020714254011858202e+02 -1.797863966949176984e+01
-6.966146302273917854e+02 -6.054451063261349191e+02 -1.802677846161941488e+01
-6.941842601651054565e+02 -6.016013546428721384e+02 -1.822092581236722708e+01
-6.803388217912746541e+02 -6.033444977321685201e+02 -1.879155996312618981e+01
-6.947762213504723832e+02 -6.044622525024224160e+02 -1.850462038654040953e+01
-6.928095125741175480e+02 -6.022613350348242420e+02 -1.850475940864254198e+01
-6.971311197511628279e+02 -6.060529385265849669e+02 -1.840649541928377175e+01
-7.048338204568592573e+02 -6.051075900145959849e+02 -1.813308846642817684e+01
-7.051316993944529941e+02 -6.031699166803464323e+02 -1.805070406251957138e+01
-7.087787513451046379e+02 -5.980441053906585012e+02 -1.878739928983537766e+01
-7.061319825683242470e+02 -6.016442741454291081e+02 -1.883011469778841729e+01
-7.051221463623074897e+02 -6.077708780001721607e+02 -1.846445953476046498e+01
-7.112775890612923604e+02 -5.973211515163912964e+02 -1.894682369194032390e+01
-7.037570205912975325e+02 -6.057143456212662613e+02 -1.912797440242474067e+01
-7.134719482326498792e+02 -6.078093991126513629e+02 -1.873759648095602870e+01
-7.090921482633179949e+02 -6.061476402886938786e+02 -1.868602908036382360e+01
-7.052106321060338132e+02 -6.016779372492351285e+02 -1.821652170729834097e+01
-7.062711709367099502e+02 -6.048351014206059517e+02 -1.825157037356797218e+01
-7.087356405604965630e+02 -6.033387463019846564e+02 -1.826587152058237962e+01
-7.007162021176098960e+02 -6.081991984741166561e+02 -1.851594531810479793e+01
-7.084897725231675167e+02 -6.034505643800929420e+02 -1.836700757698974940e+01
-7.070303122091119121e+02 -6.008607974955108375e+02 -1.888894548272935481e+01
-7.155536702593514065e+02 -6.021098927836022767e+02 -1.910981119223527003e+01
-7.174100012652314717e+02 -6.030708774033143982e+02 -1.908753487359734891e+01
-7.163687553552970257e+02 -6.041540196586074671e+02 -1.923488100130703060e+01
-7.080722125162488965e+02 -6.039599956963011209e+02 -1.930680330853300575e+01
-7.100756185051781131e+02 -6.093180814291913521e+02 -1.858658859012939502e+01
-7.137860794214561793e+02 -6.084905568908480973e+02 -1.938721932269601211e+01
-7.158672503966286058e+02 -6.061935416938333674e+02 -1.888406863135915614e+01
-7.226153931767311178e+02 -6.069081085921397971e+02 -1.832311275328135025e+01
-7.148428021475208425e+02 -6.067641388007534715e+02 -1.835581317331889295e+01
-7.090540687103625714e+02 -6.086238307449139029e+02 -1.891872565695092590e+01
-7.122877008043697060e+02 -6.057384562290557142e+02 -1.847594017930771315e+01
-7.155700871076392104e+02 -5.983705656176880439e+02 -1.839908272999235805e+01
-7.137924072061765628e+02 -5.991746975426283370e+02 -1.860834106128328358e+01
-7.175260939279788772e+02 -5.946505800043678391e+02 -1.870914595316872919e+01
-7.170801522213839689e+02 -6.015081047328594650e+02 -1.868984375894399363e+01
-7.083311698898399982e+02 -6.030001077985351685e+02 -1.857391412891939808e+01
-7.023879619575694733e+02 -6.049211209834863894e+02 -1.851477497481221235e+01
-7.110326830032519183e+02 -6.015415370523619458e+02 -1.894160041749631773e+01
-7.031362394445802693e+02 -5.997969933043091260e+02 -1.874295524129871637e+01
-7.081003047736104463e+02 -6.027942161528869747e+02 -1.832299005695915639e+01
-7.044858996557881028e+02 -6.098100265631005641e+02 -1.909701060918456506e+01
-7.027891115078017492e+02 -6.108232303275945014e+02 -1.957853062420900869e+01
-7.112147157207076589e+02 -6.055918707204115208e+02 -1.903774961441581581e+01
-7.057583805979649014e+02 -6.037762574773269080e+02 -1.872196420407846063e+01
-7.151238034782296609e+02 -6.056764724395392250e+02 -1.855640021124600025e+01
-7.100392873607063393e+02 -6.047636898396656306e+02 -1.857985213499927113e+01
-7.125799038762852433e+02 -6.062566731206037502e+02 -1.878801606006840075e+01
-7.129997765490085158e+02 -6.011159842022625526e+02 -1.865596564727133000e+01
-7.222096884357628142e+02 -5.991288147197599301e+02 -1.911101354895197346e+01
-7.162933720955794570e+02 -6.016232965814218687e+02 -1.904751654609196976e+01
-7.075342152004222953e+02 -6.051836653466577900e+02 -1.885103087933367760e+01
-7.044813764998575607e+02 -6.023208750471673056e+02 -1.906742555677271866e+01
-7.093405859744977988e+02 -6.054578818067618613e+02 -1.907453635735726039e+01
-7.022371438792215486e+02 -6.045830659334510528e+02 -1.828279907059805964e+01
-7.115331801736660964e+02 -5.974736220029765263e+02 -1.889966728822770392e+01
-7.077656943352852750e+02 -6.071450939498029129e+02 -1.904833064784742191e+01
-7.048503205143277910e+02 -6.080174279512164048e+02 -1.896217769735255843e+01
-7.041658216586141634e+02 -6.057238630855911197e+02 -1.892313231777876581e+01
-7.110850079287197332e+02 -6.020414438201778466e+02 -1.885308585359564404e+01
-7.031287782921671123e+02 -6.071243432848229986e+02 -1.878456134783721154e+01
-7.156995324305817121e+02 -6.019286698359164802e+02 -1.903467665017268473e+01
-7.148043555544832088e+02 -5.991390632536204066e+02 -1.843421425982938899e+01
-7.030479397157873791e+02 -6.035310633633019961e+02 -1.845437185727729457e+01
-7.179543961184203908e+02 -6.044222153791183700e+02 -1.825576060238540776e+01
-7.142924595529392491e+02 -6.012267202030607223e+02 -1.847585132508788774e+01
-7.128355121774377494e+02 -6.046763044848081563e+02 -1.840130295418617834e+01
-7.112125258105311332e+02 -6.007401305017126560e+02 -1.888543207387340317e+01
-7.211010245466411561e+02 -6.005811710187119843e+02 -1.872114870574921497e+01
-7.276465261930176212e+02 -6.015184189910173700e+02 -1.851835192931886809e+01
-7.316115452040316995e+02 -5.996586205340606739e+02 -1.849911111530974495e+01
-7.247154141824854605e+02 -6.020098178897545722e+02 -1.809025389667283434e+01
-7.287770633336949686e+02 -6.002615874077582703e+02 -1.804400392878449111e+01
-7.250328145019855128e+02 -5.988390952433019265e+02 -1.803293713127345654e+01
-7.252415507479156531e+02 -6.017478224549232664e+02 -1.876744155656746216e+01
-7.229236956611354117e+02 -6.008448972252961084e+02 -1.871996241745580392e+01
-7.326922445860740254e+02 -5.981285297685071782e+02 -1.820814149913792335e+01
-7.281024288862230378e+02 -6.014211532663998696e+02 -1.832035526639850787e+01
-7.267437716979275137e+02 -5.995504403648012612e+02 -1.850272121586181129e+01
-7.367563598640598457e+02 -5.984253313723344263e+02 -1.845425378462607569e+01
-7.273779986302997713e+02 -6.049317203753513468e+02 -1.850654559400743437e+01
-7.342040474719260601e+02 -6.046489552280586395e+02 -1.849169111395974596e+01
-7.352757264368819961e+02 -6.036245419849515201e+02 -1.792090515279357987e+01
-7.299963531325450958e+02 -6.007375552487128516e+02 -1.847678059336163869e+01
-7.310413865878355182e+02 -5.967942345792556580e+02 -1.856282837504369354e+01
-7.278847606459523831e+02 -6.013454199093780517e+02 -1.837192336536480752e+01
-7.269599196289473184e+02 -6.035177579998883175e+02 -1.907939545769249889e+01
-7.234691737408107883e+02 -6.018059218714693088e+02 -1.909527237394553367e+01
-7.175564719840534735e+02 -6.082908191920359968e+02 -1.954804264266061864e+01
-7.099275638291389896e+02 -6.018473973138841302e+02 -1.902495824447578343e+01
-7.118481295186784337e+02 -6.063845787865921011e+02 -1.835549588486503580e+01
-7.024056664468664621e+02 -6.083239888628872905e+02 -1.905510467502085703e+01
-7.014579886117579690e+02 -6.024124371964412603e+02 -1.810837007026498213e+01
-7.056232074854386838e+02 -6.057195022524724664e+02 -1.844429074622632925e+01
-7.174469161895701745e+02 -6.003751379485522648e+02 -1.847012500318601269e+01
-7.109277412679191457e+02 -6.005644448297653071e+02 -1.807088006021643878e+01
-7.078758719089757960e+02 -5.985417596862998835e+02 -1.826370878329959169e+01
-7.001971795124726441e+02 -5.950070811363675602e+02 -1.853052178150596774e+01
-6.969330223702958165e+02 -5.983943035308453773e+02 -1.854256872362770991e+01
-7.030847669150289221e+02 -5.968140745692794553e+02 -1.863005423507320302e+01
-7.003068836918763509e+02 -6.099525143253870283e+02 -1.871062610068284471e+01
-7.053142885887690454e+02 -6.045047585169904778e+02 -1.896016937361451937e+01
-7.022830854418112949e+02 -6.042375189599865735e+02 -1.835405834806743997e+01
-6.974199134787741059e+02 -6.013594368533265424e+02 -1.873460653616075433e+01
-7.010369650138833322e+02 -5.983788243748643936e+02 -1.849955582732565063e+01
-7.022649860231075536e+02 -6.036272160185646953e+02 -1.929493525481660754e+01
-7.044997610212649306e+02 -6.009771442722176289e+02 -1.869712691963718498e+01
-7.014693956499082788e+02 -6.035835154578555830e+02 -1.857924904916535525e+01
-6.969586142784468166e+02 -6.037437934551250009e+02 -1.883015477943212090e+01
-6.994089810494824633e+02 -6.093034549001891946e+02 -1.843911259040424966e+01
-7.011922863510560546e+02 -6.059738515721400063e+02 -1.881087058914306454e+01
-7.033369991367691227e+02 -6.041651435341048000e+02 -1.877690645473262521e+01
-7.043510060518863156e+02 -6.136733356961092340e+02 -1.879448175774234642e+01
-7.169504824677300121e+02 -6.076043169588137971e+02 -1.865133475872096369e+01
-7.141166863957821533e+02 -6.025826701763184019e+02 -1.913732167609424550e+01
-7.164320921643937936e+02 -6.048980761181542221e+02 -1.884055753719940185e+01
-7.131964305952119503e+02 -6.046175263927831338e+02 -1.875102150213257346e+01
-7.233512141989641577e+02 -6.017109155449581976e+02 -1.870099617901701095e+01
-7.238972549893686619e+02 -6.023513749651065154e+02 -1.860335130731334630e+01
-7.268247138455537879e+02 -5.998265284834405975e+02 -1.863978345147745586e+01
-7.252024243708633549e+02 -6.016737635054010980e+02 -1.861350369513189662e+01
-7.329729232820052403e+02 -5.995168195179803661e+02 -1.868332044494826505e+01
-7.313121207722842883e+02 -6.032148670829802768e+02 -1.905173198514484056e+01
-7.336291760305495018e+02 -6.085357374309494389e+02 -1.886890139517782927e+01
-7.290962377105933001e+02 -6.080997053415394475e+02 -1.876149600376822946e+01
-7.311043727756432418e+02 -6.039488370479012929e+02 -1.856604487505700263e+01
-7.223521412750560557e+02 -6.017353597130784237e+02 -1.836152576522556501e+01
-7.255458069790040554e+02 -5.985355150559369122e+02 -1.871516695351982662e+01
-7.227343906978884434e+02 -6.005819431283404128e+02 -1.867339453155608453e+01
-7.149954569059520963e+02 -6.019407298009643910e+02 -1.884550986655591487e+01
-7.075972758080406493e+02 -6.075313348768639798e+02 -1.850369418660602605e+01
-7.039692780985503759e+02 -6.037977710865982317e+02 -1.849001281350467707e+01
-7.073851694762774969e+02 -6.021904039403531215e+02 -1.828446650674703733e+01
-6.999664220337009510e+02 -6.047163265170972863e+02 -1.865239733541440614e+01
-7.056139514730340352e+02 -5.978592374985535116e+02 -1.879033676658036711e+01
-6.984417736524111433e+02 -5.988080842527676850e+02 -1.887270037654059252e+01
-7.061985042706767217e+02 -5.999422670145650045e+02 -1.924781259701506997e+01
-6.975681806930106177e+02 -6.062233862653903316e+02 -1.937512207184460067e+01
-6.960628179106086009e+02 -6.022074294274943895e+02 -1.874102017206479331e+01
-7.002569020316442447e+02 -6.005774419753229267e+02 -1.810942911768444219e+01
-7.061084767103170634e+02 -6.033144434644567582e+02 -1.866009655250627475e+01
-7.139711156228252094e+02 -6.043007535271829056e+02 -1.884980128179114445e+01
-7.129403927187087220e+02 -6.045276617175735510e+02 -1.932430643916598001e+01
-7.214391234892931379e+02 -6.005891290062178314e+02 -1.840360810507723954e+01
-7.279415294986732761e+02 -6.003070807742310535e+02 -1.877139035773922160e+01
-7.257564825709076786e+02 -6.020552253916687278e+02 -1.832317575686539612e+01
-7.112888537063739705e+02 -6.025187546551652531e+02 -1.859157607770009690e+01
-7.124468221096996103e+02 -5.972216827536244637e+02 -1.870181709210720555e+01
-7.212922976289615917e+02 -6.007037533241672236e+02 -1.855561753447778983e+01
-7.271239768516740014e+02 -6.133202116306431435e+02 -1.931068337046934857e+01
-7.287033304025884490e+02 -6.075757117688556264e+02 -1.846380374161645932e+01
-7.132924225311983264e+02 -6.113972766369977307e+02 -1.821164464439658559e+01
-7.243204493598987028e+02 -6.004661979114540600e+02 -1.838862970156429810e+01
-7.288021610676701130e+02 -5.995424072533209028e+02 -1.859110059802912929e+01
-7.238787756691423283e+02 -6.087277720544065005e+02 -1.857054821868402428e+01
-7.249233892102614618e+02 -6.111140369964294905e+02 -1.880498458931194250e+01
-7.233946539868393302e+02 -6.039843823739713571e+02 -1.854877834774168832e+01
-7.252194756055345124e+02 -6.072724203139870269e+02 -1.857977069785914637e+01
-7.292262506549446925e+02 -6.015694833138929880e+02 -1.893136073366457595e+01
-7.253465377481558107e+02 -6.057204608392515865e+02 -1.907631675618620193e+01
-7.242276240317250995e+02 -6.063085470288024226e+02 -1.879816036997709716e+01
-7.251079594229612439e+02 -6.091102332769107761e+02 -1.919624299927471611e+01
-7.203989773553773830e+02 -6.084305041130780864e+02 -1.941197709756545464e+01
-7.160767587229719311e+02 -6.050310919476260096e+02 -1.877612025877914448e+01
-7.170417045219372767e+02 -6.026701060543141466e+02 -1.915073126051953523e+01
-6.995551769478936421e+02 -6.071168787033268472e+02 -1.916378280415227664e+01
-6.931816183216860736e+02 -6.068374512520388180e+02 -1.879984547040456278e+01
-6.950460389178529113e+02 -6.124866887815309155e+02 -1.875034162903736501e+01
-7.061878182625997624e+02 -6.050425485946768731e+02 -1.871962646549280862e+01
-7.075082982233126359e+02 -6.000963209103829286e+02 -1.858285426503368853e+01
-7.186900022125821579e+02 -6.003006051319071048e+02 -1.831477627674746600e+01
-7.249702525048789994e+02 -5.991289033967645992e+02 -1.926213141560208442e+01
-7.077063133318155224e+02 -6.020524448011574350e+02 -1.835488073686110511e+01
-7.011945029360166473e+02 -6.016379618929947810e+02 -1.830864325028602480e+01
-7.019138568499620305e+02 -6.019847217903028422e+02 -1.843819175807010424e+01
-7.168889401921039735e+02 -5.995872185942723718e+02 -1.846005355948767601e+01
-7.101371705053776395e+02 -6.043255009163624436e+02 -1.831153632878698545e+01
-7.071110704027850034e+02 -6.073667177741717751e+02 -1.840796185611844749e+01
-6.994252540218791410e+02 -6.050828179234968047e+02 -1.828719878155351353e+01
-6.930831853664635673e+02 -6.036093629788047110e+02 -1.840553092914058197e+01
-7.001403510806480881e+02 -5.980229103439423852e+02 -1.834273559710453583e+01
-7.022101010490362114e+02 -5.992183012502828205e+02 -1.839149464382450105e+01
-7.080932370309817543e+02 -6.040627533743947879e+02 -1.893667353507038342e+01
-7.025413270741548786e+02 -6.040070119224158134e+02 -1.927764096332811050e+01
-7.051366142330894036e+02 -6.024058057189815827e+02 -1.826479595684492097e+01
-6.984028047734050233e+02 -5.964461375168342556e+02 -1.854812402818475903e+01
-7.017483878367316947e+02 -6.033244487758381638e+02 -1.908300435119423355e+01
-6.996949585902245872e+02 -6.071711244630249666e+02 -1.896407539841078460e+01
-7.039409116986782919e+02 -6.048119078282279588e+02 -1.881020800399579684e+01
-7.065452371047017550e+02 -6.051530014111438049e+02 -1.948170731453387816e+01
-7.028526842639930692e+02 -6.052967550880116505e+02 -1.854101369608991945e+01
-6.994805070301628120e+02 -6.047736772596525725e+02 -1.849655662640918763e+01
-7.001946125937899978e+02 -5.997051953610784949e+02 -1.859180077259577502e+01
-7.054231759069400596e+02 -6.014457119596049779e+02 -1.838244033444993875e+01
-6.970412114832943189e+02 -6.124328208573343773e+02 -1.805435585862363723e+01
-7.005595902794360654e+02 -6.038448213845460941e+02 -1.875351386277895926e+01
-7.089250842732153615e+02 -5.992594213443114768e+02 -1.890903079932229502e+01
-6.970781258688824664e+02 -6.050256301286974576e+02 -1.809105869420187673e+01
-7.001149430965224383e+02 -6.021976626181958636e+02 -1.824753683745433364e+01
-7.053781964506888471e+02 -6.027275813912704052e+02 -1.862840467158059710e+01
-7.101783697803329005e+02 -6.061398436635588496e+02 -1.883309329997945269e+01
-7.029713745164555121e+02 -6.069497174469890979e+02 -1.847647286626755658e+01
-7.108422349925091339e+02 -6.025217285617056859e+02 -1.870081286805384480e+01
-7.018967223647274523e+02 -5.997506739101955873e+02 -1.821754842267478125e+01
-7.121607975656041845e+02 -6.030796890314038592e+02 -1.925199683918413029e+01
-7.126782972266801153e+02 -6.056087807602721114e+02 -1.910260182300095266e+01
-7.129634195761555020e+02 -6.053631314005419881e+02 -1.854413381882130807e+01
-7.132460846176380755e+02 -6.119340072806480748e+02 -1.927963395183027728e+01
-7.033245204285235559e+02 -6.013934887612711009e+02 -1.885963224614238243e+01
-6.976710787531343385e+02 -6.030591646820807910e+02 -1.858843571721439503e+01
-7.011581252149514967e+02 -6.020159725608299368e+02 -1.855830326308262102e+01
-7.013309707675091431e+02 -6.026646701200285179e+02 -1.869314279394376399e+01
-7.017628834487331915e+02 -6.022534282641129266e+02 -1.856308898120153117e+01
-7.070772116922966006e+02 -6.047566712252448724e+02 -1.831870880869729490e+01
-7.060370114973038653e+02 -6.062854566692760727e+02 -1.823806266975549306e+01
-7.035226311535782315e+02 -6.061606989858277075e+02 -1.819873852084850796e+01
-7.033402343143732196e+02 -6.092789786420967175e+02 -1.820944358638860194e+01
-7.127996824390917254e+02 -6.022101783094324219e+02 -1.828220391251443289e+01
-7.164528420805962696e+02 -6.009023525117186182e+02 -1.822230078475411119e+01
-7.048592993242875764e+02 -6.044672405514381808e+02 -1.829716285135577891e+01
-7.181103522442275562e+02 -6.023369983804632284e+02 -1.842157775384185925e+01
-7.077215902756408923e+02 -6.076470418463920851e+02 -1.855521243058717573e+01
-6.982965535967264259e+02 -6.102210808127206292e+02 -1.837694419467749185e+01
-6.905699274521120969e+02 -6.057698149215700596e+02 -1.817179245554115141e+01
-6.908518568795410602e+02 -6.055714516618115795e+02 -1.816945171700160699e+01
-6.901989114684383821e+02 -6.015862939812877812e+02 -1.842496378205152041e+01
-6.972568081347824318e+02 -6.052381820936683425e+02 -1.813396504242791707e+01
-6.891770720022825572e+02 -6.079478934840349211e+02 -1.842447042369252586e+01
-6.873095956227422221e+02 -6.085437720989716581e+02 -1.843661446590976993e+01
-6.899895453600400970e+02 -6.075178387764730132e+02 -1.814536697667426779e+01
-6.940025806417102103e+02 -6.064726254031478447e+02 -1.840674953275879489e+01
-7.042354166906125101e+02 -6.049858457651573644e+02 -1.882257997023521057e+01
-6.991027986882534151e+02 -6.032489047421286159e+02 -1.865781228992290153e+01
-6.937045841256477843e+02 -6.059671272226059955e+02 -1.829573287869399678e+01
-7.064582288999861248e+02 -6.038096980826932167e+02 -1.836276307336569857e+01
-7.033901490201484421e+02 -6.066257169925595463e+02 -1.823216690130388429e+01
-7.020631060795869871e+02 -6.015542223830036619e+02 -1.829287379932094382e+01
-7.109478539830241743e+02 -6.019587946737863149e+02 -1.848175108909282471e+01
-7.178058699712726138e+02 -6.010449416578778710e+02 -1.840403970409079193e+01
-7.136800456049118111e+02 -6.033132238459179462e+02 -1.831756718119930838e+01
-7.177454451399902382e+02 -5.996560276762101012e+02 -1.826417644475469615e+01
-7.129356081656276274e+02 -6.006698294660286592e+02 -1.827777775689634154e+01
-7.154048719222906811e+02 -5.999519924482788156e+02 -1.809940849045131017e+01
-7.173435095292880987e+02 -6.003544462530420560e+02 -1.889974335042035136e+01
-7.092126867341130492e+02 -6.012145104114421201e+02 -1.872246005421931159e+01
-7.040581763278762537e+02 -6.056739015265058015e+02 -1.843568878044453641e+01
-7.100267742700898452e+02 -6.068870833625283012e+02 -1.830462682264834484e+01
-7.236040817781126862e+02 -6.024045300885477445e+02 -1.849393980934286219e+01
-7.177114430055034973e+02 -6.074723455375282128e+02 -1.836529200427594333e+01
-7.214594496970057662e+02 -6.064721168132808771e+02 -1.860998416119122112e+01
-7.148468651497568089e+02 -6.040831429138174826e+02 -1.925428239160225985e+01
-7.052239480080783096e+02 -6.054216277021691894e+02 -1.860522642341931032e+01
-7.074107600351064775e+02 -6.072172922956949606e+02 -1.852715890404118682e+01
-7.008089307136759771e+02 -6.087306155787721309e+02 -1.829958756282286458e+01
-7.160500932227809017e+02 -6.027844264629288773e+02 -1.882806375230819640e+01
-7.103691179455437350e+02 -6.077133297881157432e+02 -1.874529088484467820e+01
-7.014777109918986753e+02 -6.028867089275515809e+02 -1.876159206335114504e+01
-7.185172211515100571e+02 -6.054276635044369641e+02 -1.928835089869534158e+01
-7.119756666776285101e+02 -6.000958085260765529e+02 -1.881140943113371122e+01
-7.103359863856048833e+02 -6.069226368541283136e+02 -1.940848058097975581e+01
-7.141629325956521370e+02 -6.038105485307720528e+02 -1.939697761972456647e+01
-7.202172921945326607e+02 -6.000964226880023489e+02 -1.937629231992860923e+01
-7.162375287149466203e+02 -5.991420870818941466e+02 -1.872660299007435469e+01
-7.135571153266291731e+02 -6.000554777538307007e+02 -1.878642705174610228e+01
-7.137687351418114758e+02 -5.981384908732342183e+02 -1.903786812640595372e+01
-7.149785798685920781e+02 -5.994567086977531289e+02 -1.855758787187301095e+01
-7.114270960641143802e+02 -6.057027521586300054e+02 -1.859239625043278465e+01
-7.150585933894085429e+02 -6.094032570077099535e+02 -1.846964579507715598e+01
-7.136520732941637561e+02 -6.051795107925593129e+02 -1.829940748061210343e+01
-7.214946372733619455e+02 -6.060972259879395097e+02 -1.855523641602081852e+01
-7.282464292619409889e+02 -6.035282503310165794e+02 -1.931129904316543389e+01
-7.241419098098863287e+02 -6.095053811131742805e+02 -1.854826310624162033e+01
-7.195002000687916279e+02 -6.071780785954397288e+02 -1.869679417382772613e+01
-7.204306733728225254e+02 -6.019552933439545086e+02 -1.857709805553281512e+01
-7.291563491596787117e+02 -6.049626707061089519e+02 -1.847828710821329423e+01
-7.410512175202848084e+02 -6.030011338649817390e+02 -1.844006499138589561e+01
-7.404232193522235548e+02 -6.047976026736635049e+02 -1.868464051576762586e+01
-7.323946260700787434e+02 -6.038933068889318747e+02 -1.839119760677812110e+01
-7.452368954688110989e+02 -6.047489929588966788e+02 -1.827260546527548968e+01
-7.415060421185936548e+02 -6.034677555591731561e+02 -1.867385276576698061e+01
-7.318639031945041324e+02 -6.033568901913854461e+02 -1.807733319650336057e+01
-7.258655990966528861e+02 -6.045664016480595819e+02 -1.862123252625548275e+01
-7.223158307601117940e+02 -6.047271762432769719e+02 -1.908349210887797653e+01
-7.142633645405215930e+02 -6.116882059700133141e+02 -1.939357101627587099e+01
-7.222267449443567102e+02 -6.090888455381485755e+02 -1.908352736235707425e+01
-7.202418647341910400e+02 -6.050294902455948431e+02 -1.880565345851437087e+01
-7.200263145741520248e+02 -6.042895914882961961e+02 -1.853281867985600684e+01
-7.176473814577393568e+02 -6.023003672786160223e+02 -1.848413855116513105e+01
-7.202984599159838126e+02 -6.038941974199858578e+02 -1.850910234340202010e+01
-7.195332444789767123e+02 -5.997805521619936826e+02 -1.870529767868185900e+01
-7.229374426672843583e+02 -6.035726577198508949e+02 -1.807784949452607748e+01
-7.288483573190889047e+02 -6.011001752038799850e+02 -1.722212761580584583e+01
-7.288752161526564350e+02 -6.026291474305196516e+02 -1.775457174721498177e+01
-7.230159174437053480e+02 -5.982864138983935618e+02 -1.757759816576327694e+01
-7.148248981118175607e+02 -6.004547135983627868e+02 -1.780077791873083015e+01
-7.266184139971518334e+02 -6.000954462618557272e+02 -1.836723366044623162e+01
-7.351522924850570462e+02 -6.043885199945232216e+02 -1.864010337662875827e+01
-7.289548632228442102e+02 -6.037633890611803054e+02 -1.868717610644728211e+01
-7.265288064818507792e+02 -6.067489961038072579e+02 -1.852312311128468991e+01
-7.244777127192321586e+02 -6.052956213662399705e+02 -1.837515168706499935e+01
-7.308029711784583924e+02 -6.037299635476653066e+02 -1.932821896913543469e+01
-7.182549918316952926e+02 -6.009520331533842636e+02 -1.897359176471491082e+01
-7.171169531652308251e+02 -6.021416871595572502e+02 -1.921255317416006392e+01
-7.244944482775939605e+02 -6.012713498373678931e+02 -1.807077574469803949e+01
-7.403185772220607532e+02 -6.006676152911574036e+02 -1.824334836679901173e+01
-7.523307590438213310e+02 -5.991044953734219689e+02 -1.819847251818572431e+01
-7.568281060546430581e+02 -5.923925010294403819e+02 -1.872019742602947190e+01
-7.522689842586211171e+02 -6.048765446332348574e+02 -1.896565516862915501e+01
-7.532541161476517573e+02 -6.005350365958420298e+02 -1.933784635402673757e+01
-7.560244100180881333e+02 -5.933687784312949134e+02 -1.808230399379516484e+01
-7.580755646516679462e+02 -5.925613833857730697e+02 -1.805411382789509389e+01
-7.692770657792823386e+02 -5.934720386112946926e+02 -1.820432038467311031e+01
-7.560807617476241376e+02 -6.016409308685455244e+02 -1.818557744360501260e+01
-7.506503028111402500e+02 -6.063702267916158917e+02 -1.830493741589765477e+01
-7.548638187084898163e+02 -6.050004276235702037e+02 -1.831964059721104832e+01
-7.491816546733115274e+02 -6.067477645704078668e+02 -1.836765838676797102e+01
-7.433476800145725747e+02 -5.998900048213005221e+02 -1.865511324623901146e+01
-7.449620237627046890e+02 -6.026644016835844013e+02 -1.859650029721319697e+01
-7.476944829592256383e+02 -6.007141545479453271e+02 -1.845892098339584209e+01
-7.367332605434189645e+02 -6.012693434466858662e+02 -1.856115724893072638e+01
-7.326422539334350859e+02 -6.050243876274503236e+02 -1.836666252032949842e+01
-7.366352627057713107e+02 -6.006215749849061467e+02 -1.833610037193051312e+01
-7.353331607530692509e+02 -6.012588108410288896e+02 -1.842541116823826997e+01
-7.272956318249646301e+02 -6.031297192782295724e+02 -1.847945796444486177e+01
-7.180022240580464086e+02 -6.031709896047981374e+02 -1.842205116618191596e+01
-7.315551859678884057e+02 -6.020734747847217250e+02 -1.838354590446982684e+01
-7.256581287061659395e+02 -6.049622865863216248e+02 -1.885802341712548014e+01
-7.332268853575772027e+02 -6.020053554095702566e+02 -1.863886518097052658e+01
-7.297500754891548240e+02 -6.054128363943135582e+02 -1.836618253678551582e+01
-7.307582255211430038e+02 -6.020237584974618130e+02 -1.861085956603722025e+01
-7.293856634172963140e+02 -5.993501234471805219e+02 -1.832435966490368173e+01
-7.214072129627174945e+02 -5.956849659282725042e+02 -1.833518393270310298e+01
-7.214793538554807810e+02 -6.001232700573800685e+02 -1.829931372640277232e+01
-7.236170063753186241e+02 -6.006376415051204276e+02 -1.643198126028164552e+01
-7.216833042889850276e+02 -6.041239758180373656e+02 -1.621565393440386060e+01
-7.174123486998112185e+02 -6.003062911284514485e+02 -1.660570565725390679e+01
-7.174705263840860425e+02 -6.039799135445770162e+02 -1.672263100886186749e+01
-7.160902175645240959e+02 -6.002774680114398507e+02 -1.665018750292000504e+01
-7.150563447628273934e+02 -6.003886096575212150e+02 -1.672028913955529106e+01
-7.117923269511198896e+02 -5.997239735748671592e+02 -1.751721932584996466e+01
-7.178337597196024262e+02 -6.011663974425368906e+02 -1.757282641975479009e+01
-7.288023857174282512e+02 -6.019565864770452208e+02 -1.812970641837773655e+01
-7.343331462982191624e+02 -5.985797293539849306e+02 -1.731671238909660815e+01
-7.469703570078008852e+02 -6.011949699163044443e+02 -1.715260734406410847e+01
-7.411209559447087258e+02 -6.023199167745358409e+02 -1.764618726117925007e+01
-7.395659429231582180e+02 -6.065237760850729956e+02 -1.808611907444048938e+01
-7.330375437562704519e+02 -6.043339690780917408e+02 -1.806250618059209501e+01
-7.240750873807475045e+02 -6.076743866993444954e+02 -1.864406042144457842e+01
-7.249406396698532262e+02 -6.098068984098499641e+02 -1.823401974382693425e+01
-7.262180061599507326e+02 -6.044853011228659625e+02 -1.696907581823990085e+01
-7.405891189824834555e+02 -6.020790898138343437e+02 -1.737908350288233805e+01
-7.444018473062479870e+02 -6.030717408769302210e+02 -1.727669608526946377e+01
-7.477181564950876691e+02 -6.098487103996008045e+02 -1.659150351959129921e+01
-7.428559534005081559e+02 -6.015835545769461987e+02 -1.778329358082476119e+01
-7.451355595286237303e+02 -5.988248572455793237e+02 -1.727873410172327340e+01
